loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,dti
2000,2000,2000.0,36,15.27,69.6,C,C4,2,RENT,41000.0,Verified,Dec-11,Fully Paid,moving,17.74
11625,11625,11625.0,36,13.49,394.45,C,C1,1,MORTGAGE,36000.0,Source Verified,Dec-11,Fully Paid,credit_card,19.33
15075,15075,15075.0,36,14.27,517.21,C,C2,10,RENT,35000.0,Verified,Dec-11,Charged Off,debt_consolidation,20.16
5300,5300,5300.0,36,15.27,184.43,C,C4,1,RENT,30000.0,Verified,Dec-11,Fully Paid,credit_card,24.88
8200,8200,8200.0,36,6.62,251.77,A,A2,1,RENT,40000.0,Source Verified,Dec-11,Fully Paid,home_improvement,11.1
12000,12000,12000.0,36,12.42,400.99,B,B4,9,MORTGAGE,105000.0,Not Verified,Dec-11,Fully Paid,credit_card,13.98
8650,8650,8650.0,36,14.27,296.78,C,C2,4,MORTGAGE,45000.0,Source Verified,Dec-11,Fully Paid,credit_card,7.6
21000,11800,11500.0,60,17.27,294.98,D,D3,10,MORTGAGE,109000.0,Verified,Dec-11,Current,debt_consolidation,7.75
16000,16000,16000.0,60,17.27,399.97,D,D3,2,RENT,50000.0,Source Verified,Dec-11,Current,debt_consolidation,11.04
12000,12000,11975.0,36,12.42,400.99,B,B4,2,RENT,83000.0,Not Verified,Dec-11,Fully Paid,debt_consolidation,11.81
9500,9500,9500.0,36,12.69,318.68,B,B5,1,MORTGAGE,52500.0,Source Verified,Dec-11,Charged Off,moving,23.54
7400,7400,7400.0,36,13.49,251.09,C,C1,1,OWN,25000.0,Source Verified,Dec-11,Fully Paid,debt_consolidation,8.45
14400,14400,14400.0,36,13.49,488.6,C,C1,10,MORTGAGE,60000.0,Not Verified,Dec-11,Fully Paid,debt_consolidation,16.92
24250,18100,18075.0,60,23.91,519.76,G,G4,7,MORTGAGE,120000.0,Verified,Dec-11,Fully Paid,debt_consolidation,12.96
7200,7200,7200.0,36,7.9,225.29,A,A4,3,RENT,68000.0,Source Verified,Dec-11,Charged Off,debt_consolidation,7.98
26000,26000,25975.0,60,16.77,642.96,D,D2,10,MORTGAGE,53000.0,Verified,Dec-11,Charged Off,home_improvement,11.77
7000,7000,6975.0,60,11.71,154.69,B,B3,6,MORTGAGE,69600.0,Verified,Dec-11,Charged Off,credit_card,26.22
4000,4000,4000.0,36,7.51,124.45,A,A3,1,RENT,65000.0,Source Verified,Dec-11,Fully Paid,major_purchase,18.17
1500,1500,1500.0,36,17.27,53.69,D,D3,10,MORTGAGE,144000.0,Verified,Dec-11,Fully Paid,debt_consolidation,8.23
19600,19600,19600.0,36,12.42,654.94,B,B4,2,RENT,75000.0,Verified,Dec-11,Fully Paid,credit_card,11.62
2500,2500,2500.0,36,11.71,82.69,B,B3,7,MORTGAGE,29000.0,Verified,Dec-11,Fully Paid,debt_consolidation,18.7
10000,10000,10000.0,36,12.69,335.45,B,B5,2,RENT,70000.0,Not Verified,Dec-11,Charged Off,credit_card,2.69
10000,10000,10000.0,36,6.62,307.04,A,A2,5,RENT,45000.0,Not Verified,Dec-11,Fully Paid,credit_card,26.85
4225,4225,4225.0,36,12.42,141.18,B,B4,5,MORTGAGE,55200.0,Not Verified,Dec-11,Fully Paid,other,17.61
3500,3500,3500.0,36,7.9,109.52,A,A4,7,MORTGAGE,61440.0,Not Verified,Dec-11,Fully Paid,vacation,6.46
12000,12000,12000.0,36,6.62,368.45,A,A2,10,MORTGAGE,56000.0,Not Verified,Dec-11,Fully Paid,debt_consolidation,13.65
16500,16500,16500.0,36,8.9,523.93,A,A5,1,RENT,47000.0,Source Verified,Dec-11,Fully Paid,debt_consolidation,9.06
22000,22000,21975.0,60,21.67,603.5,F,F3,1,RENT,55000.0,Verified,Dec-11,Fully Paid,debt_consolidation,15.62
12000,12000,12000.0,36,14.65,413.94,C,C3,1,RENT,71000.0,Verified,Dec-11,Fully Paid,credit_card,14.87
15600,15600,15600.0,60,12.69,352.48,B,B5,10,RENT,50000.0,Source Verified,Dec-11,Charged Off,vacation,5.78
10800,10800,10800.0,36,12.42,360.89,B,B4,8,RENT,135000.0,Verified,Dec-11,Fully Paid,credit_card,12.12
14000,14000,14000.0,36,12.42,467.82,B,B4,10,MORTGAGE,63000.0,Not Verified,Dec-11,Fully Paid,credit_card,7.35
18825,18825,18800.0,60,17.58,473.75,D,D4,4,MORTGAGE,44000.0,Verified,Dec-11,Current,debt_consolidation,24.98
6000,6000,6000.0,36,13.49,203.59,C,C1,5,MORTGAGE,50000.0,Not Verified,Dec-11,Fully Paid,debt_consolidation,15.58
12000,12000,12000.0,36,9.91,386.7,B,B1,5,RENT,80000.0,Not Verified,Dec-11,Fully Paid,debt_consolidation,14.83
10000,10000,10000.0,36,12.42,334.16,B,B4,4,RENT,45000.0,Not Verified,Dec-11,Fully Paid,debt_consolidation,10.45
8000,8000,8000.0,36,7.9,250.33,A,A4,2,RENT,78000.0,Not Verified,Dec-11,Fully Paid,vacation,6.09
14125,14125,14125.0,36,9.91,455.18,B,B1,1,RENT,33000.0,Verified,Dec-11,Fully Paid,debt_consolidation,23.13
14000,14000,14000.0,36,12.69,469.63,B,B5,5,RENT,62800.0,Not Verified,Dec-11,Fully Paid,debt_consolidation,19.24
13200,8975,8975.0,60,17.27,224.36,D,D3,3,RENT,26400.0,Source Verified,Dec-11,Fully Paid,small_business,9.64
4000,4000,4000.0,36,19.03,146.69,E,E2,10,MORTGAGE,80000.0,Not Verified,Dec-11,Fully Paid,vacation,20.59
4000,4000,4000.0,36,12.69,134.18,B,B5,2,RENT,25000.0,Not Verified,Dec-11,Charged Off,debt_consolidation,6.86
10500,10500,10500.0,36,6.03,319.58,A,A1,10,MORTGAGE,65000.0,Source Verified,Dec-11,Fully Paid,debt_consolidation,10.36
5500,5500,5500.0,36,7.9,172.1,A,A4,10,OWN,59000.0,Source Verified,Dec-11,Fully Paid,car,6.65
7350,7350,7350.0,36,11.71,243.11,B,B3,1,RENT,33000.0,Verified,Dec-11,Fully Paid,debt_consolidation,22.51
10000,10000,10000.0,36,12.42,334.16,B,B4,10,RENT,39000.0,Source Verified,Dec-11,Charged Off,credit_card,18.31
12000,12000,12000.0,36,7.51,373.33,A,A3,10,RENT,42000.0,Not Verified,Dec-11,Fully Paid,debt_consolidation,10.74
5000,5000,5000.0,60,11.71,110.5,B,B3,5,MORTGAGE,38004.0,Not Verified,Dec-11,Fully Paid,home_improvement,23.78
8000,8000,8000.0,60,11.71,176.79,B,B3,3,OWN,31000.0,Source Verified,Dec-11,Fully Paid,other,16.22
4500,4500,4500.0,36,8.9,142.89,A,A5,10,MORTGAGE,50700.0,Verified,Dec-11,Fully Paid,other,23.43
18000,18000,17975.0,36,12.42,601.48,B,B4,1,OWN,75000.0,Verified,Dec-11,Fully Paid,credit_card,12.51
12300,12300,12300.0,60,13.49,282.96,C,C1,2,MORTGAGE,30000.0,Source Verified,Dec-11,Current,debt_consolidation,12.76
12000,12000,12000.0,36,13.49,407.17,C,C1,6,RENT,40000.0,Not Verified,Dec-11,Fully Paid,debt_consolidation,15.72
10000,10000,10000.0,36,13.49,339.31,C,C1,10,MORTGAGE,50000.0,Not Verified,Dec-11,Fully Paid,credit_card,5.88
6000,6000,6000.0,36,7.9,187.75,A,A4,7,MORTGAGE,80000.0,Not Verified,Dec-11,Fully Paid,other,8.87
12000,12000,12000.0,36,12.69,402.54,B,B5,4,RENT,40000.0,Not Verified,Dec-11,Fully Paid,debt_consolidation,22.2
12000,12000,12000.0,36,8.9,381.04,A,A5,7,RENT,80000.0,Not Verified,Dec-11,Charged Off,other,9.13
7000,7000,7000.0,36,11.71,231.54,B,B3,2,RENT,75000.0,Source Verified,Dec-11,Fully Paid,debt_consolidation,15.57
35000,26825,26800.0,60,18.64,690.56,E,E1,8,MORTGAGE,85000.0,Verified,Dec-11,Fully Paid,debt_consolidation,12.0
1400,1400,1400.0,36,7.9,43.81,A,A4,1,RENT,28800.0,Not Verified,Dec-11,Fully Paid,other,10.0
16000,16000,16000.0,60,13.49,368.08,C,C1,10,RENT,35000.0,Verified,Dec-11,Charged Off,small_business,16.22
3200,3200,3200.0,36,9.91,103.12,B,B1,9,RENT,61200.0,Not Verified,Dec-11,Fully Paid,debt_consolidation,2.16
8000,8000,8000.0,36,7.9,250.33,A,A4,1,RENT,40000.0,Not Verified,Dec-11,Fully Paid,medical,13.35
11875,11875,11875.0,60,12.69,268.32,B,B5,1,RENT,25920.0,Source Verified,Dec-11,Charged Off,debt_consolidation,23.75
5000,5000,5000.0,36,6.03,152.18,A,A1,9,MORTGAGE,54000.0,Not Verified,Dec-11,Fully Paid,home_improvement,3.82
1800,1800,1800.0,36,6.62,55.27,A,A2,10,RENT,18000.0,Not Verified,Dec-11,Fully Paid,small_business,23.8
35000,35000,35000.0,36,8.9,1111.37,A,A5,5,RENT,85000.0,Verified,Dec-11,Fully Paid,debt_consolidation,17.73
18000,18000,17950.0,36,8.9,571.56,A,A5,5,RENT,78000.0,Verified,Dec-11,Fully Paid,credit_card,7.0
14000,14000,14000.0,36,7.9,438.07,A,A4,10,OWN,45600.0,Not Verified,Dec-11,Charged Off,debt_consolidation,19.74
5000,5000,5000.0,36,12.42,167.08,B,B4,2,RENT,70000.0,Not Verified,Dec-11,Fully Paid,debt_consolidation,20.06
8000,8000,8000.0,36,15.96,281.1,C,C5,4,RENT,70000.0,Source Verified,Dec-11,Fully Paid,credit_card,14.04
10000,10000,10000.0,36,6.03,304.36,A,A1,9,MORTGAGE,80000.0,Not Verified,Dec-11,Fully Paid,debt_consolidation,12.99
10000,10000,9975.0,36,7.51,311.11,A,A3,5,RENT,50000.0,Verified,Dec-11,Fully Paid,debt_consolidation,4.63
12000,12000,12000.0,36,12.42,400.99,B,B4,10,MORTGAGE,35000.0,Verified,Dec-11,Fully Paid,debt_consolidation,18.51
23200,23200,23175.0,36,7.9,725.94,A,A4,3,MORTGAGE,65000.0,Verified,Dec-11,Fully Paid,debt_consolidation,27.99
18000,18000,17975.0,60,15.27,430.78,C,C4,1,MORTGAGE,84000.0,Verified,Dec-11,Current,credit_card,11.41
4800,4800,4800.0,36,15.27,167.03,C,C4,10,MORTGAGE,75000.0,Not Verified,Dec-11,Fully Paid,debt_consolidation,9.3
7300,7300,7300.0,36,11.71,241.46,B,B3,6,RENT,35000.0,Not Verified,Dec-11,Fully Paid,debt_consolidation,16.42
10400,10400,10400.0,36,9.91,335.14,B,B1,6,RENT,40000.0,Source Verified,Dec-11,Fully Paid,debt_consolidation,11.67
6600,6600,6600.0,36,9.91,212.69,B,B1,1,MORTGAGE,100000.0,Not Verified,Dec-11,Fully Paid,house,15.53
12000,12000,12000.0,36,8.9,381.04,A,A5,7,OWN,40000.0,Not Verified,Dec-11,Fully Paid,debt_consolidation,9.45
13250,13250,13250.0,36,17.27,474.19,D,D3,10,RENT,52000.0,Verified,Dec-11,Fully Paid,debt_consolidation,23.7
12000,12000,12000.0,36,11.71,396.92,B,B3,3,RENT,92500.0,Source Verified,Dec-11,Fully Paid,debt_consolidation,15.97
25000,25000,25000.0,36,9.91,805.63,B,B1,9,RENT,61000.0,Source Verified,Dec-11,Fully Paid,debt_consolidation,10.35
6000,6000,6000.0,36,10.65,195.44,B,B2,10,RENT,36000.0,Not Verified,Dec-11,Fully Paid,other,14.43
12000,12000,12000.0,36,7.51,373.33,A,A3,10,MORTGAGE,68000.0,Not Verified,Dec-11,Fully Paid,credit_card,7.08
14400,14400,14400.0,36,11.71,476.3,B,B3,1,RENT,80000.0,Not Verified,Dec-11,Fully Paid,credit_card,16.35
10000,10000,10000.0,36,12.42,334.16,B,B4,10,RENT,43000.0,Not Verified,Dec-11,Fully Paid,credit_card,11.58
8000,8000,8000.0,36,11.71,264.61,B,B3,1,RENT,150000.0,Not Verified,Dec-11,Fully Paid,credit_card,2.48
8000,8000,8000.0,36,16.29,282.41,D,D1,5,RENT,50000.0,Not Verified,Dec-11,Charged Off,credit_card,13.22
30000,30000,28673.79652,60,12.42,673.72,B,B4,3,RENT,70000.0,Source Verified,Dec-11,Charged Off,small_business,0.94
18000,18000,18000.0,60,16.77,445.13,D,D2,6,OWN,40000.0,Not Verified,Dec-11,Charged Off,home_improvement,18.42
13250,13250,13250.0,36,11.71,438.26,B,B3,2,OWN,35000.0,Not Verified,Dec-11,Fully Paid,credit_card,22.35
14000,14000,14000.0,36,14.27,480.33,C,C2,6,RENT,80000.0,Not Verified,Dec-11,Fully Paid,debt_consolidation,16.21
20000,20000,19975.0,60,20.3,533.23,E,E5,10,OWN,59000.0,Verified,Dec-11,Charged Off,debt_consolidation,20.91
10000,10000,10000.0,36,16.29,353.01,D,D1,10,RENT,40000.0,Verified,Dec-11,Fully Paid,credit_card,24.39
35000,23250,23200.0,60,20.3,619.88,E,E5,5,RENT,85000.0,Verified,Dec-11,Fully Paid,debt_consolidation,20.16
4000,4000,4000.0,36,6.03,121.75,A,A1,1,RENT,55000.0,Not Verified,Dec-11,Fully Paid,debt_consolidation,7.05
13000,13000,13000.0,36,9.91,418.93,B,B1,6,RENT,110000.0,Not Verified,Dec-11,Fully Paid,debt_consolidation,8.38
28000,28000,28000.0,36,12.69,939.26,B,B5,5,RENT,100000.0,Source Verified,Dec-11,Fully Paid,credit_card,12.35
10000,10000,10000.0,36,13.49,339.31,C,C1,3,RENT,62000.0,Not Verified,Dec-11,Fully Paid,debt_consolidation,11.52
20000,20000,20000.0,36,7.9,625.81,A,A4,1,RENT,45000.0,Verified,Dec-11,Fully Paid,debt_consolidation,9.25
18000,18000,17950.0,36,9.91,580.05,B,B1,5,RENT,110000.0,Verified,Dec-11,Fully Paid,debt_consolidation,10.0
9000,9000,9000.0,60,19.91,238.0,E,E4,3,RENT,60000.0,Verified,Dec-11,Charged Off,credit_card,22.56
25000,25000,24975.0,60,18.64,643.58,E,E1,10,RENT,61500.0,Verified,Dec-11,Charged Off,debt_consolidation,12.6
10000,10000,10000.0,36,11.71,330.76,B,B3,3,RENT,33000.0,Not Verified,Dec-11,Fully Paid,other,8.69
4200,4200,4200.0,36,6.03,127.83,A,A1,3,RENT,61000.0,Not Verified,Dec-11,Fully Paid,credit_card,8.92
20000,20000,19975.0,60,15.27,478.64,C,C4,10,OWN,78216.0,Verified,Dec-11,Charged Off,debt_consolidation,10.79
18000,18000,17975.0,60,17.27,449.97,D,D3,1,MORTGAGE,62000.0,Verified,Dec-11,Charged Off,debt_consolidation,7.82
24000,24000,24000.0,36,16.29,847.21,D,D1,2,RENT,50964.0,Verified,Dec-11,Fully Paid,debt_consolidation,8.83
4475,4475,4475.0,36,15.27,155.72,C,C4,3,RENT,43680.0,Not Verified,Dec-11,Fully Paid,credit_card,18.79
20000,20000,19950.0,60,14.65,472.14,C,C3,2,MORTGAGE,56000.0,Verified,Dec-11,Current,credit_card,12.15
12000,12000,12000.0,36,12.42,400.99,B,B4,5,RENT,50700.0,Source Verified,Dec-11,Fully Paid,credit_card,22.49
5000,5000,5000.0,36,12.42,167.08,B,B4,2,RENT,30000.0,Source Verified,Dec-11,Charged Off,debt_consolidation,23.84
3000,3000,3000.0,36,6.03,91.31,A,A1,5,RENT,50000.0,Not Verified,Dec-11,Fully Paid,other,5.5
25000,25000,24975.0,60,19.03,648.93,E,E2,10,RENT,75000.0,Verified,Dec-11,Current,debt_consolidation,19.63
18000,18000,18000.0,60,19.03,467.23,E,E2,3,RENT,90000.0,Source Verified,Dec-11,Current,credit_card,11.32
12000,12000,12000.0,36,9.91,386.7,B,B1,10,RENT,55000.0,Not Verified,Dec-11,Charged Off,debt_consolidation,13.0
20000,20000,20000.0,36,15.27,695.96,C,C4,10,MORTGAGE,50000.0,Verified,Dec-11,Fully Paid,other,4.34
10000,10000,10000.0,36,13.49,339.31,C,C1,3,RENT,84000.0,Verified,Dec-11,Fully Paid,debt_consolidation,13.87
15000,15000,15000.0,36,12.42,501.23,B,B4,6,OWN,155000.0,Verified,Dec-11,Fully Paid,debt_consolidation,17.85
12000,12000,12000.0,36,7.9,375.49,A,A4,1,MORTGAGE,62000.0,Source Verified,Dec-11,Fully Paid,debt_consolidation,8.71
20000,13475,13041.47044,60,10.65,290.64,B,B2,2,MORTGAGE,175000.0,Verified,Dec-11,Current,debt_consolidation,5.23
6300,6300,6300.0,36,11.71,208.38,B,B3,2,RENT,30000.0,Not Verified,Dec-11,Fully Paid,credit_card,7.2
20000,20000,18626.34674,60,16.77,494.59,D,D2,7,RENT,50000.0,Verified,Dec-11,Current,credit_card,22.82
35000,23150,21739.74813,60,17.27,578.71,D,D3,8,MORTGAGE,208000.0,Source Verified,Dec-11,Fully Paid,debt_consolidation,7.94
8250,8250,8086.748004,60,15.96,200.45,C,C5,2,MORTGAGE,35004.0,Verified,Dec-11,Fully Paid,home_improvement,15.6
20000,20000,18847.37306,60,12.69,451.9,B,B5,7,OWN,85000.0,Source Verified,Dec-11,Current,home_improvement,10.21
10000,10000,10000.0,36,11.71,330.76,B,B3,5,RENT,32000.0,Not Verified,Dec-11,Charged Off,credit_card,21.83
24000,24000,24000.0,36,8.9,762.08,A,A5,10,MORTGAGE,116400.0,Verified,Dec-11,Charged Off,car,3.94
14400,14400,14400.0,36,12.69,483.05,B,B5,9,MORTGAGE,40000.0,Not Verified,Dec-11,Fully Paid,debt_consolidation,20.16
6000,6000,6000.0,36,14.65,206.97,C,C3,7,RENT,34000.0,Not Verified,Dec-11,Fully Paid,credit_card,21.39
22000,22000,21975.0,36,15.96,773.03,C,C5,5,MORTGAGE,73000.0,Verified,Dec-11,Fully Paid,debt_consolidation,22.47
12000,12000,12000.0,36,11.71,396.92,B,B3,10,RENT,57200.0,Source Verified,Dec-11,Charged Off,debt_consolidation,16.36
16000,16000,16000.0,36,16.77,568.62,D,D2,1,MORTGAGE,114000.0,Source Verified,Dec-11,Fully Paid,debt_consolidation,17.2
10000,10000,10000.0,36,10.65,325.74,B,B2,10,MORTGAGE,90000.0,Not Verified,Dec-11,Fully Paid,debt_consolidation,11.16
16000,11625,11368.73446,60,19.03,301.76,E,E2,8,MORTGAGE,54000.0,Source Verified,Dec-11,Fully Paid,home_improvement,16.89
10000,10000,10000.0,36,12.69,335.45,B,B5,2,RENT,35000.0,Source Verified,Dec-11,Charged Off,debt_consolidation,12.03
3500,3500,3500.0,36,13.49,118.76,C,C1,7,RENT,56000.0,Not Verified,Dec-11,Fully Paid,debt_consolidation,10.35
9600,9600,9600.0,36,9.91,309.36,B,B1,5,RENT,35000.0,Not Verified,Dec-11,Fully Paid,debt_consolidation,16.49
9875,9875,9875.0,36,7.9,309.0,A,A4,10,MORTGAGE,40000.0,Source Verified,Dec-11,Fully Paid,debt_consolidation,24.03
21500,16975,15953.42639,60,17.58,427.19,D,D4,2,OWN,59000.0,Verified,Dec-11,Fully Paid,debt_consolidation,22.86
4800,4800,4800.0,36,7.9,150.2,A,A4,6,RENT,48000.0,Source Verified,Dec-11,Fully Paid,debt_consolidation,13.0
7800,7800,7800.0,36,6.03,237.4,A,A1,10,OWN,85000.0,Not Verified,Dec-11,Fully Paid,major_purchase,0.78
20000,20000,20000.0,36,14.27,686.18,C,C2,10,MORTGAGE,70000.0,Verified,Dec-11,Fully Paid,credit_card,6.21
9750,9750,9750.0,36,7.51,303.34,A,A3,4,RENT,35000.0,Not Verified,Dec-11,Charged Off,debt_consolidation,29.04
18000,15050,14773.45751,60,15.96,365.67,C,C5,6,MORTGAGE,91000.0,Verified,Dec-11,Fully Paid,credit_card,23.41
5000,5000,5000.0,36,6.03,152.18,A,A1,9,MORTGAGE,30000.0,Not Verified,Dec-11,Fully Paid,other,16.48
9000,9000,9000.0,36,14.65,310.45,C,C3,4,RENT,45000.0,Source Verified,Dec-11,Fully Paid,debt_consolidation,17.01
7200,7200,7175.0,36,7.9,225.29,A,A4,1,RENT,55000.0,Not Verified,Dec-11,Fully Paid,debt_consolidation,11.98
3000,3000,3000.0,60,19.03,77.88,E,E2,3,RENT,53004.0,Source Verified,Dec-11,Current,other,10.73
25000,25000,23505.29384,60,19.42,654.31,E,E3,10,RENT,60000.0,Verified,Dec-11,Charged Off,credit_card,20.04
25000,25000,25000.0,36,15.27,869.95,C,C4,8,OWN,82000.0,Verified,Dec-11,Fully Paid,debt_consolidation,18.5
10000,10000,10000.0,36,15.96,351.38,C,C5,10,RENT,53000.0,Verified,Dec-11,Fully Paid,debt_consolidation,13.09
8875,8875,8875.0,36,12.69,297.72,B,B5,5,MORTGAGE,35360.0,Verified,Dec-11,Charged Off,debt_consolidation,23.11
15550,15550,15525.0,36,11.71,514.34,B,B3,10,RENT,54000.0,Verified,Dec-11,Fully Paid,debt_consolidation,23.36
17000,17000,16060.11069,60,15.27,406.85,C,C4,8,RENT,65000.0,Not Verified,Dec-11,Current,debt_consolidation,16.84
7500,7500,7475.0,36,12.69,251.59,B,B5,5,RENT,65000.0,Not Verified,Dec-11,Fully Paid,credit_card,4.41
8875,8875,8875.0,36,8.9,281.81,A,A5,6,OWN,28800.0,Not Verified,Dec-11,Fully Paid,debt_consolidation,24.29
4500,4500,4500.0,36,17.27,161.05,D,D3,1,RENT,42000.0,Not Verified,Dec-11,Fully Paid,credit_card,4.34
5800,5800,5800.0,36,12.42,193.81,B,B4,3,RENT,36000.0,Not Verified,Dec-11,Fully Paid,debt_consolidation,21.67
10000,10000,10000.0,36,11.71,330.76,B,B3,2,RENT,40000.0,Not Verified,Dec-11,Fully Paid,debt_consolidation,22.26
10000,10000,10000.0,36,9.91,322.25,B,B1,4,RENT,50000.0,Not Verified,Dec-11,Fully Paid,credit_card,19.06
14000,14000,14000.0,36,11.71,463.07,B,B3,1,RENT,52000.0,Not Verified,Dec-11,Fully Paid,credit_card,12.97
25000,25000,23176.93361,60,19.03,648.93,E,E2,3,MORTGAGE,85000.0,Verified,Dec-11,Fully Paid,credit_card,17.15
12000,12000,12000.0,36,8.9,381.04,A,A5,3,RENT,32000.0,Source Verified,Dec-11,Charged Off,debt_consolidation,6.75
24000,24000,23975.0,36,7.9,750.97,A,A4,6,OWN,75000.0,Verified,Dec-11,Fully Paid,debt_consolidation,10.58
14000,14000,14000.0,36,14.27,480.33,C,C2,1,RENT,80000.0,Not Verified,Dec-11,Fully Paid,credit_card,3.3
12000,12000,11975.0,36,8.9,381.04,A,A5,7,MORTGAGE,40246.0,Verified,Dec-11,Fully Paid,credit_card,17.08
15000,15000,14224.10774,60,12.69,338.93,B,B5,3,OWN,30000.0,Verified,Dec-11,Charged Off,debt_consolidation,24.76
8050,8050,8050.0,36,12.69,270.04,B,B5,1,RENT,36000.0,Source Verified,Dec-11,Charged Off,debt_consolidation,14.8
5600,5600,5600.0,36,10.65,182.42,B,B2,6,RENT,60000.0,Not Verified,Dec-11,Fully Paid,debt_consolidation,16.36
7500,7500,7500.0,36,9.91,241.69,B,B1,3,RENT,31200.0,Not Verified,Dec-11,Fully Paid,credit_card,12.35
7000,7000,7000.0,36,11.71,231.54,B,B3,10,RENT,90000.0,Verified,Dec-11,Fully Paid,credit_card,12.19
5400,5400,5400.0,36,7.9,168.97,A,A4,4,RENT,40000.0,Not Verified,Dec-11,Fully Paid,debt_consolidation,10.89
16000,16000,16000.0,36,12.42,534.65,B,B4,1,RENT,90000.0,Verified,Dec-11,Fully Paid,credit_card,13.67
35000,27575,26043.43249,60,12.42,619.26,B,B4,9,MORTGAGE,105000.0,Verified,Dec-11,Fully Paid,home_improvement,16.53
6000,6000,6000.0,60,7.9,121.38,A,A4,1,RENT,30084.0,Verified,Dec-11,Charged Off,debt_consolidation,1.68
4125,4125,4125.0,60,12.69,93.21,B,B5,10,MORTGAGE,36000.0,Not Verified,Dec-11,Fully Paid,car,17.73
9800,9800,9800.0,36,16.29,345.95,D,D1,4,RENT,67000.0,Not Verified,Dec-11,Fully Paid,credit_card,21.01
15700,15700,14931.3097,60,18.25,400.82,D,D5,10,MORTGAGE,63000.0,Source Verified,Dec-11,Fully Paid,debt_consolidation,17.43
5000,5000,5000.0,36,6.62,153.52,A,A2,1,RENT,276000.0,Source Verified,Dec-11,Fully Paid,debt_consolidation,1.82
9900,9900,9900.0,36,11.71,327.46,B,B3,6,RENT,26400.0,Verified,Dec-11,Fully Paid,debt_consolidation,14.09
15000,15000,15000.0,36,11.71,496.14,B,B3,3,MORTGAGE,68400.0,Source Verified,Dec-11,Fully Paid,debt_consolidation,5.7
6250,6250,6250.0,36,15.96,219.61,C,C5,1,RENT,29120.0,Not Verified,Dec-11,Fully Paid,debt_consolidation,20.85
6400,6400,6400.0,36,16.29,225.93,D,D1,1,RENT,29120.0,Not Verified,Dec-11,Fully Paid,debt_consolidation,17.97
8850,8850,8850.0,60,13.49,203.6,C,C1,10,MORTGAGE,89122.0,Source Verified,Dec-11,Fully Paid,major_purchase,7.67
12000,12000,12000.0,36,15.27,417.58,C,C4,4,MORTGAGE,54000.0,Not Verified,Dec-11,Fully Paid,debt_consolidation,17.07
15000,15000,14975.0,36,8.9,476.3,A,A5,5,MORTGAGE,30000.0,Verified,Dec-11,Fully Paid,debt_consolidation,6.48
6500,6500,6500.0,36,14.27,223.01,C,C2,4,MORTGAGE,30000.0,Not Verified,Dec-11,Fully Paid,credit_card,10.12
8000,8000,8000.0,36,15.96,281.1,C,C5,10,RENT,50000.0,Not Verified,Dec-11,Fully Paid,credit_card,16.34
30000,19825,18614.46557,60,21.28,539.47,F,F2,6,MORTGAGE,92000.0,Source Verified,Dec-11,Fully Paid,home_improvement,17.57
15000,15000,15000.0,36,14.65,517.42,C,C3,10,MORTGAGE,100500.0,Source Verified,Dec-11,Fully Paid,credit_card,14.56
10200,10200,10200.0,36,14.27,349.96,C,C2,3,RENT,40000.0,Not Verified,Dec-11,Fully Paid,debt_consolidation,16.53
9000,9000,9000.0,36,12.42,300.74,B,B4,5,MORTGAGE,47000.0,Not Verified,Dec-11,Fully Paid,credit_card,19.1
6500,6500,6500.0,36,16.29,229.46,D,D1,3,MORTGAGE,68000.0,Not Verified,Dec-11,Fully Paid,debt_consolidation,21.85
23000,23000,23000.0,60,21.28,625.86,F,F2,8,MORTGAGE,95000.0,Verified,Dec-11,Fully Paid,debt_consolidation,8.94
2000,2000,2000.0,36,7.9,62.59,A,A4,4,RENT,39600.0,Not Verified,Dec-11,Fully Paid,credit_card,5.09
8000,8000,8000.0,36,13.49,271.45,C,C1,3,OWN,30000.0,Verified,Dec-11,Fully Paid,debt_consolidation,14.48
8875,8875,8875.0,36,7.51,276.11,A,A3,1,RENT,30000.0,Verified,Dec-11,Fully Paid,debt_consolidation,28.4
1500,1500,1500.0,36,18.64,54.72,E,E1,1,RENT,17000.0,Source Verified,Dec-11,Charged Off,other,4.59
8000,8000,8000.0,36,12.42,267.33,B,B4,3,RENT,42000.0,Not Verified,Dec-11,Fully Paid,debt_consolidation,20.26
20000,16925,11925.0,60,14.65,399.55,C,C3,10,RENT,75000.0,Verified,Dec-11,Charged Off,debt_consolidation,16.51
6500,6500,6500.0,36,11.71,215.0,B,B3,4,RENT,42000.0,Not Verified,Dec-11,Fully Paid,credit_card,6.26
9600,9600,9600.0,36,13.49,325.74,C,C1,3,MORTGAGE,27000.0,Source Verified,Dec-11,Fully Paid,debt_consolidation,10.22
25975,16475,15252.50679,60,12.69,372.25,B,B5,10,MORTGAGE,130000.0,Verified,Dec-11,Current,debt_consolidation,26.13
